address,link,price,bedrooms,bathrooms,floor_area,year_built,date_scraped
44 Bedok South Road,https://www.99.co/singapore/sale/property/44-bedok-south-road-hdb-fwbHptn7rYkLBKWgASEanY?enquiry_position=611&enquiry_source=Search,"$365,000",3,1,83.98,1977,2020-07-18 17:01:43.228176
138D Yuan Ching Road,https://www.99.co/singapore/sale/property/138d-yuan-ching-road-hdb-QqxysimifomMMv5ewveR8j?enquiry_position=612&enquiry_source=Search,"$750,000",3,2,104.98,,2020-07-18 17:01:43.228176
87 Dawson Road,https://www.99.co/singapore/sale/property/87-dawson-road-hdb-zBzXRAsMebPwexCRrdvSSA?enquiry_position=613&enquiry_source=Search,"$938,000",3,2,86.95,,2020-07-18 17:01:43.228176
57 New Upper Changi Road,https://www.99.co/singapore/sale/property/57-new-upper-changi-road-hdb-YSeUoR7kXfoFVfvqMSn9Fn?enquiry_position=614&enquiry_source=Search,"$325,000",2,1,67.81,1985,2020-07-18 17:01:43.228176
416 Serangoon Central,https://www.99.co/singapore/sale/property/416-serangoon-central-hdb-N3Gmt84dLjq4QKw8NDH6VV?enquiry_position=615&enquiry_source=Search,"$750,000",4,2,11.42,1989,2020-07-18 17:01:43.228176
318C Yishun Avenue 9,https://www.99.co/singapore/sale/property/318c-yishun-avenue-9-hdb-niU5uZnYpJTKhVrmcLHxmX?enquiry_position=616&enquiry_source=Search,"$528,000",3,2,112.04,2015,2020-07-18 17:01:43.228176
471 Jurong West Street 41,https://www.99.co/singapore/sale/property/471-jurong-west-street-41-hdb-up29gcQpP3Sj59pfAJxNp?enquiry_position=617&enquiry_source=Search,"$720,000",4,2,145.95,1985,2020-07-18 17:01:43.228176
348B Yishun Avenue 11,https://www.99.co/singapore/sale/property/348b-yishun-avenue-11-hdb-5859eyao7EGhwxEFXWQChM?enquiry_position=618&enquiry_source=Search,"$640,000",3,2,91.97,2013,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-UEHWG4Dr6ZTcEhvSaxhagW?enquiry_position=619&enquiry_source=Search,"$625,000",3,2,91.97,,2020-07-18 17:01:43.228176
22 Queen's Close,https://www.99.co/singapore/sale/property/22-queens-close-hdb-rGYizW4Nb2ecg5g5N2oRsV?enquiry_position=620&enquiry_source=Search,"$625,000",3,2,106.93,1996,2020-07-18 17:01:43.228176
140 Jalan Bukit Merah,https://www.99.co/singapore/sale/property/140-jalan-bukit-merah-hdb-qfyPqriwHwELsPPmeKsFs7?enquiry_position=621&enquiry_source=Search,"$720,000",3,2,118.91,1979,2020-07-18 17:01:43.228176
176 Lompang Road,https://www.99.co/singapore/sale/property/176-lompang-road-hdb-9GJCfHVMjLVEgqNGpuiggL?enquiry_position=622&enquiry_source=Search,"$678,000",3,2,120.95,1997,2020-07-18 17:01:43.228176
310B Punggol Walk,https://www.99.co/singapore/sale/property/310b-punggol-walk-hdb-f4iiaPjSesvJTWLRLmwN9o?enquiry_position=624&enquiry_source=Search,"$558,000",3,2,91.97,,2020-07-18 17:01:43.228176
526B Pasir Ris Street 51,https://www.99.co/singapore/sale/property/526b-pasir-ris-street-51-hdb-A9eVdfi4nrgWXZyUk9ybe8?enquiry_position=625&enquiry_source=Search,"$488,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
122 Yishun Street 11,https://www.99.co/singapore/sale/property/122-yishun-street-11-hdb-kFkQDhg9YeC3o6ExZaJHDa?enquiry_position=626&enquiry_source=Search,"$380,000",3,2,91.04,1984,2020-07-18 17:01:43.228176
424 Serangoon Central,https://www.99.co/singapore/sale/property/424-serangoon-central-hdb-kdtGKCL2z9Rj3nwngbJRy8?enquiry_position=628&enquiry_source=Search,"$950,000",4,4,146.04,1989,2020-07-18 17:01:43.228176
436D Fernvale Road,https://www.99.co/singapore/sale/property/436d-fernvale-road-hdb-CX2n7dCKKV9cbYpTLicK9a?enquiry_position=629&enquiry_source=Search,"$358,000",2,2,69.02,2010,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-mmjh9aqzLR2AVfsggdJCWc?enquiry_position=630&enquiry_source=Search,"$730,000",3,2,112.04,,2020-07-18 17:01:43.228176
236 Bishan Street 22,https://www.99.co/singapore/sale/property/236-bishan-street-22-hdb-Tnny3f32HzpW2CmSXjPCjd?enquiry_position=631&enquiry_source=Search,"$595,000",3,2,105.90,1992,2020-07-18 17:01:43.228176
2 Marine Terrace,https://www.99.co/singapore/sale/property/2-marine-terrace-hdb-roSVYNwEo2y2V3XWA9JfuH?enquiry_position=632&enquiry_source=Search,"$870,000",3,2,121.98,1975,2020-07-18 17:01:43.228176
671A Edgefield Plains,https://www.99.co/singapore/sale/property/671a-edgefield-plains-hdb-rgCxXRppxrTvU3qJSoDcFh?enquiry_position=633&enquiry_source=Search,"$500,000",2,2,90.02,,2020-07-18 17:01:43.228176
90 Dawson Road,https://www.99.co/singapore/sale/property/90-dawson-road-hdb-47NStMR2LGrcfej2sWm4jg?enquiry_position=634&enquiry_source=Search,"$840,000",3,2,87.97,2016,2020-07-18 17:01:43.228176
308C Punggol Walk,https://www.99.co/singapore/sale/property/308c-punggol-walk-hdb-9eYVAnuSC24g4orfebrsdk?enquiry_position=635&enquiry_source=Search,"$550,000",2,2,91.97,,2020-07-18 17:01:43.228176
519C Tampines Central 8,https://www.99.co/singapore/sale/property/519c-tampines-central-8-hdb-JG5HgECM4YmAheY7LRibmJ?enquiry_position=636&enquiry_source=Search,"$665,000",3,2,83.98,2014,2020-07-18 17:01:43.228176
27 Jalan Membina,https://www.99.co/singapore/sale/property/27-jalan-membina-hdb-rAmKn33ZN3r4f8GfstrnRP?enquiry_position=637&enquiry_source=Search,"$650,000",3,2,85.93,2008,2020-07-18 17:01:43.228176
187 Bukit Batok West Avenue 6,https://www.99.co/singapore/sale/property/187-bukit-batok-west-avenue-6-hdb-P8x9G6wpPuatVaw5c5dzN3?enquiry_position=638&enquiry_source=Search,"$398,000",3,2,106.00,1989,2020-07-18 17:01:43.228176
269A Punggol Field,https://www.99.co/singapore/sale/property/269a-punggol-field-hdb-qgcfirxuYZTDH8LMLUwKLD?enquiry_position=639&enquiry_source=Search,"$465,000",3,1,92.99,2013,2020-07-18 17:01:43.228176
630 Jurong West Street 65,https://www.99.co/singapore/sale/property/630-jurong-west-street-65-hdb-QTN6sg2eoGeZzDPGi95F3i?enquiry_position=640&enquiry_source=Search,"$519,000",3,2,129.97,2001,2020-07-18 17:01:43.228176
47 Bendemeer Road,https://www.99.co/singapore/sale/property/47-bendemeer-road-hdb-VdnWk8X9XMEz2kbrXwmquG?enquiry_position=641&enquiry_source=Search,"$326,000",2,1,65.03,1974,2020-07-18 17:01:43.228176
60 New Upper Changi Road,https://www.99.co/singapore/sale/property/60-new-upper-changi-road-hdb-FmoenxMLfCEfWmedroQKY9?enquiry_position=642&enquiry_source=Search,"$570,000",3,2,117.98,1977,2020-07-18 17:01:43.228176
526C Pasir Ris Street 51,https://www.99.co/singapore/sale/property/526c-pasir-ris-street-51-hdb-KQyunwe6umHi9cJLnCsEeJ?enquiry_position=643&enquiry_source=Search,"$535,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
25B Jalan Membina,https://www.99.co/singapore/sale/property/25b-jalan-membina-hdb-s923Uxov3qKkmkdLLoTbLb?enquiry_position=644&enquiry_source=Search,"$890,000",3,2,109.99,2009,2020-07-18 17:01:43.228176
671A Edgefield Plains,https://www.99.co/singapore/sale/property/671a-edgefield-plains-hdb-uUtpmJcA353FH2NqdJTP9b?enquiry_position=646&enquiry_source=Search,"$488,000",3,2,90.02,,2020-07-18 17:01:43.228176
167 Bedok South Avenue 3,https://www.99.co/singapore/sale/property/167-bedok-south-avenue-3-hdb-ft3fgecGESsGLEMjeGhmac?enquiry_position=647&enquiry_source=Search,"$750,000",3,2,145.95,1986,2020-07-18 17:01:43.228176
414B Fernvale Link,https://www.99.co/singapore/sale/property/414b-fernvale-link-hdb-RUJ9bCjRRxouNGPPHhocyU?enquiry_position=648&enquiry_source=Search,"$380,000",2,2,68.93,,2020-07-18 17:01:43.228176
665A Punggol Drive,https://www.99.co/singapore/sale/property/665a-punggol-drive-hdb-e9vbrkzm8MKhTtaB9MoP7S?enquiry_position=649&enquiry_source=Search,"$510,000",3,2,92.99,,2020-07-18 17:01:43.228176
308C Punggol Walk,https://www.99.co/singapore/sale/property/308c-punggol-walk-hdb-k28TpBaXaDBUz8y68vL7F3?enquiry_position=650&enquiry_source=Search,"$650,000",3,2,112.04,,2020-07-18 17:01:43.228176
604 Elias Road,https://www.99.co/singapore/sale/property/604-elias-road-hdb-JRjra7DX5ZAnAdHYGhnctQ?enquiry_position=651&enquiry_source=Search,"$728,000",4,2,149.94,1995,2020-07-18 17:01:43.228176
123 Paya Lebar Way,https://www.99.co/singapore/sale/property/123-paya-lebar-way-hdb-ByrVDYVF4Y4N9NyQQg7TXg?enquiry_position=652&enquiry_source=Search,"$616,000",3,2,117.98,1980,2020-07-18 17:01:43.228176
170C Punggol Field,https://www.99.co/singapore/sale/property/170c-punggol-field-hdb-BtcwGxo33xm8bnYi3LBck4?enquiry_position=653&enquiry_source=Search,"$528,000",3,2,111.94,2014,2020-07-18 17:01:43.228176
428 Bedok North Road,https://www.99.co/singapore/sale/property/428-bedok-north-road-hdb-XL8qauLJdEqRcD5f6RofWU?enquiry_position=654&enquiry_source=Search,"$445,000",3,2,91.97,1979,2020-07-18 17:01:43.228176
546 Bedok North Street 3,https://www.99.co/singapore/sale/property/546-bedok-north-street-3-hdb-Rpscgsyzhqjb9aEQM9mTpe?enquiry_position=655&enquiry_source=Search,"$350,000",3,2,92.99,1980,2020-07-18 17:01:43.228176
270C Punggol Field,https://www.99.co/singapore/sale/property/270c-punggol-field-hdb-5A83n9675G5fQHStcdmnYc?enquiry_position=656&enquiry_source=Search,"$668,000",3,2,112.97,2013,2020-07-18 17:01:43.228176
259 Ang Mo Kio Avenue 2,https://www.99.co/singapore/sale/property/259-ang-mo-kio-avenue-2-hdb-GKPBSBoNBuCSofqhWJSXmi?enquiry_position=657&enquiry_source=Search,"$788,000",3,2,135.54,1982,2020-07-18 17:01:43.228176
505A Yishun Street 51,https://www.99.co/singapore/sale/property/505a-yishun-street-51-hdb-8panD53AHGP9TKmjEHWxw4?enquiry_position=658&enquiry_source=Search,"$410,000",3,2,92.99,,2020-07-18 17:01:43.228176
266D Punggol Way,https://www.99.co/singapore/sale/property/266d-punggol-way-hdb-oFEdKYVhQAwHQnzEYgh4qF?enquiry_position=659&enquiry_source=Search,"$478,000",3,2,91.97,2015,2020-07-18 17:01:43.228176
666B Punggol Drive,https://www.99.co/singapore/sale/property/666b-punggol-drive-hdb-fgpK6ZFjRQAQB88sZbZEVM?enquiry_position=660&enquiry_source=Search,"$698,000",3,2,112.97,,2020-07-18 17:01:43.228176
440B Fernvale Link,https://www.99.co/singapore/sale/property/440b-fernvale-link-hdb-X5y5oGsiSu99SLbqSMZv2P?enquiry_position=661&enquiry_source=Search,"$568,000",3,2,112.97,2015,2020-07-18 17:01:43.228176
449 Sin Ming Avenue,https://www.99.co/singapore/sale/property/449-sin-ming-avenue-hdb-aEPNGYVDkcDXdf8JwHwyTe?enquiry_position=662&enquiry_source=Search,"$628,000",3,2,123.00,1990,2020-07-18 17:01:43.228176
685A Jurong West Street 64,https://www.99.co/singapore/sale/property/685a-jurong-west-street-64-hdb-3wnZKnzKMvfrLTpVpp2vgW?enquiry_position=663&enquiry_source=Search,"$470,000",3,2,93.92,2000,2020-07-18 17:01:43.228176
475B Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475b-upper-serangoon-crescent-hdb-ZworpGYq7j3V2ppxpYgGK3?enquiry_position=664&enquiry_source=Search,"$678,000",3,2,91.97,,2020-07-18 17:01:43.228176
308B Punggol Walk,https://www.99.co/singapore/sale/property/308b-punggol-walk-hdb-4kaHFrKFJQiXAufG94HPkM?enquiry_position=665&enquiry_source=Search,"$580,000",2,2,91.97,,2020-07-18 17:01:43.228176
666B Punggol Drive,https://www.99.co/singapore/sale/property/666b-punggol-drive-hdb-QN3adtbdbho3BkK7aJdYu4?enquiry_position=666&enquiry_source=Search,"$648,000",3,2,112.04,,2020-07-18 17:01:43.228176
98 Whampoa Drive,https://www.99.co/singapore/sale/property/98-whampoa-drive-hdb-JkgKXzC4ujeuRFVPqzJrNC?enquiry_position=667&enquiry_source=Search,"$320,000",3,2,75.99,1974,2020-07-18 17:01:43.228176
56 Geylang Bahru,https://www.99.co/singapore/sale/property/56-geylang-bahru-hdb-fWw3DGeLRKvHyWVjhDREA7?enquiry_position=668&enquiry_source=Search,"$525,000",3,2,122.63,1974,2020-07-18 17:01:43.228176
329 Serangoon Avenue 3,https://www.99.co/singapore/sale/property/329-serangoon-avenue-3-hdb-vebaeV6JXjgVaKd3Umt6gm?enquiry_position=669&enquiry_source=Search,"$438,000",3,2,83.98,1986,2020-07-18 17:01:43.228176
628 Hougang Avenue 8,https://www.99.co/singapore/sale/property/628-hougang-avenue-8-hdb-D5qE4e2g3jFuc8SXrvGpgM?enquiry_position=670&enquiry_source=Search,"$610,000",3,3,147.99,1986,2020-07-18 17:01:43.228176
330 Tampines Street 32,https://www.99.co/singapore/sale/property/330-tampines-street-32-hdb-HFNMb76BA9nR88A8HzDTzA?enquiry_position=671&enquiry_source=Search,"$695,000",4,2,147.06,1995,2020-07-18 17:01:43.228176
810 Yishun Ring Road,https://www.99.co/singapore/sale/property/810-yishun-ring-road-hdb-vVQNHo7sHbQxYuedeBzYaS?enquiry_position=672&enquiry_source=Search,"$499,000",3,2,123.00,1987,2020-07-18 17:01:43.228176
563 Hougang Street 51,https://www.99.co/singapore/sale/property/563-hougang-street-51-hdb-53P6bugvrrGSrc9drSgUXF?enquiry_position=673&enquiry_source=Search,"$738,000",4,2,139.35,1992,2020-07-18 17:01:43.228176
350 Ang Mo Kio Street 32,https://www.99.co/singapore/sale/property/350-ang-mo-kio-street-32-hdb-4JjnD8UYCkxUUZgTyFJRxZ?enquiry_position=675&enquiry_source=Search,"$650,000",3,2,94.94,2001,2020-07-18 17:01:43.228176
520C Tampines Central 8,https://www.99.co/singapore/sale/property/520c-tampines-central-8-hdb-Are2RduPHRFz5sFTGD42G3?enquiry_position=676&enquiry_source=Search,"$505,000",2,2,61.96,2014,2020-07-18 17:01:43.228176
808A Chai Chee Road,https://www.99.co/singapore/sale/property/808a-chai-chee-road-hdb-redJZTqgrap2iBouyfcWhc?enquiry_position=677&enquiry_source=Search,"$680,000",3,3,92.99,,2020-07-18 17:01:43.228176
588B Ang Mo Kio Street 52,https://www.99.co/singapore/sale/property/588b-ang-mo-kio-street-52-hdb-KCrCQuhzxxxVW4i62FbpP9?enquiry_position=678&enquiry_source=Search,"$735,000",3,2,112.04,,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-GHZgkgkmxc6cMhC6vQAPFo?enquiry_position=679&enquiry_source=Search,"$545,000",3,2,91.97,,2020-07-18 17:01:43.228176
308C Punggol Walk,https://www.99.co/singapore/sale/property/308c-punggol-walk-hdb-GVPufC2YmE55PNNB6CNg7M?enquiry_position=680&enquiry_source=Search,"$538,000",3,2,91.97,,2020-07-18 17:01:43.228176
313D Anchorvale Road,https://www.99.co/singapore/sale/property/313d-anchorvale-road-hdb-RotuFSuCgELAHgA8JMEeZm?enquiry_position=681&enquiry_source=Search,"$580,000",4,2,124.95,2003,2020-07-18 17:01:43.228176
308B Punggol Walk,https://www.99.co/singapore/sale/property/308b-punggol-walk-hdb-pWynG4kGdjF83shUv4NNNB?enquiry_position=682&enquiry_source=Search,"$549,000",3,2,91.97,,2020-07-18 17:01:43.228176
51 Lengkok Bahru,https://www.99.co/singapore/sale/property/51-lengkok-bahru-hdb-B8QkNXVCg3CXDXoEkCVce6?enquiry_position=683&enquiry_source=Search,"$720,000",3,2,121.98,1986,2020-07-18 17:01:43.228176
522 Serangoon North Avenue 4,https://www.99.co/singapore/sale/property/522-serangoon-north-avenue-4-hdb-yMbuPbjzJTQj9VXFgiEgWL?enquiry_position=684&enquiry_source=Search,"$399,000",3,2,102.93,1992,2020-07-18 17:01:43.228176
35 Lorong 5 Toa Payoh,https://www.99.co/singapore/sale/property/35-lorong-5-toa-payoh-hdb-EMMHvRCp6Pw795xDfYJPbY?enquiry_position=685&enquiry_source=Search,"$689,000",3,2,102.00,1997,2020-07-18 17:01:43.228176
260B Punggol Way,https://www.99.co/singapore/sale/property/260b-punggol-way-hdb-whGz2SCzPxfRwpv8yeHgCd?enquiry_position=686&enquiry_source=Search,"$468,000",3,2,92.99,,2020-07-18 17:01:43.228176
475D Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475d-upper-serangoon-crescent-hdb-gSHZZPbQyXo9XysxSpo4qT?enquiry_position=687&enquiry_source=Search,"$649,000",3,2,91.97,,2020-07-18 17:01:43.228176
648 Ang Mo Kio Avenue 5,https://www.99.co/singapore/sale/property/648-ang-mo-kio-avenue-5-hdb-Gr3RhidVKHZ5DUpTKYWxAY?enquiry_position=688&enquiry_source=Search,"$570,000",3,2,120.95,1980,2020-07-18 17:01:43.228176
525 Bedok North Street 3,https://www.99.co/singapore/sale/property/525-bedok-north-street-3-hdb-poAuLShJGUUKPWUi9vcNe6?enquiry_position=689&enquiry_source=Search,"$255,000",2,2,66.98,1979,2020-07-18 17:01:43.228176
308C Punggol Walk,https://www.99.co/singapore/sale/property/308c-punggol-walk-hdb-5YnyxGXjZomVYTEXYn8ys?enquiry_position=690&enquiry_source=Search,"$570,000",3,2,91.97,,2020-07-18 17:01:43.228176
310A Punggol Walk,https://www.99.co/singapore/sale/property/310a-punggol-walk-hdb-jWEwpEEJxJRDJiNoAgEF45?enquiry_position=691&enquiry_source=Search,"$488,000",3,2,91.97,,2020-07-18 17:01:43.228176
260A Punggol Way,https://www.99.co/singapore/sale/property/260a-punggol-way-hdb-oA6rANnG6t6QYEdAuKXeZN?enquiry_position=692&enquiry_source=Search,"$508,000",3,3,92.99,,2020-07-18 17:01:43.228176
259A Punggol Field,https://www.99.co/singapore/sale/property/259a-punggol-field-hdb-vz2bbBUwzjMnpToWpRfFdZ?enquiry_position=693&enquiry_source=Search,"$525,000",3,2,92.99,,2020-07-18 17:01:43.228176
552 Bedok North Avenue 1,https://www.99.co/singapore/sale/property/552-bedok-north-avenue-1-hdb-2qDBm5N32h6XRYumUwNEmU?enquiry_position=694&enquiry_source=Search,"$539,000",3,2,120.95,1980,2020-07-18 17:01:43.228176
742 Pasir Ris Street 71,https://www.99.co/singapore/sale/property/742-pasir-ris-street-71-hdb-Bsny2WsPRi3kVdkmaGxKB6?enquiry_position=695&enquiry_source=Search,"$390,000",3,2,103.95,1996,2020-07-18 17:01:43.228176
210A Punggol Place,https://www.99.co/singapore/sale/property/210a-punggol-place-hdb-v4gjh2YKrJihFiVPZnAWGm?enquiry_position=696&enquiry_source=Search,"$459,500",3,2,91.97,2014,2020-07-18 17:01:43.228176
126 Bedok North Street 2,https://www.99.co/singapore/sale/property/126-bedok-north-street-2-hdb-a6Fx2GoURyR4JVrrPgZtZJ?enquiry_position=697&enquiry_source=Search,"$320,000",2,2,66.98,1978,2020-07-18 17:01:43.228176
446 Pasir Ris Drive 6,https://www.99.co/singapore/sale/property/446-pasir-ris-drive-6-hdb-Kcr2JvseVriM3J28k4geZn?enquiry_position=698&enquiry_source=Search,"$438,000",3,2,94.01,1989,2020-07-18 17:01:43.228176
207B Punggol Place,https://www.99.co/singapore/sale/property/207b-punggol-place-hdb-ru9dNGTudNtbcShAp82Cti?enquiry_position=699&enquiry_source=Search,"$620,000",3,2,10.40,2014,2020-07-18 17:01:43.228176
3 Toh Yi Drive,https://www.99.co/singapore/sale/property/3-toh-yi-drive-hdb-hrAhkV2yZXHL3RUCMG67EC?enquiry_position=700&enquiry_source=Search,"$990,000",4,3,145.95,1988,2020-07-18 17:01:43.228176
4B Boon Tiong Road,https://www.99.co/singapore/sale/property/4b-boon-tiong-road-hdb-V48TuXjgXLGGq2ms72u9wD?enquiry_position=701&enquiry_source=Search,"$900,000",3,2,99.96,2005,2020-07-18 17:01:43.228176
122A Sengkang East Way,https://www.99.co/singapore/sale/property/122a-sengkang-east-way-hdb-XFa6Bwkdsdqd6fcFT5hwUd?enquiry_position=702&enquiry_source=Search,"$450,000",3,2,109.99,2000,2020-07-18 17:01:43.228176
475D Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475d-upper-serangoon-crescent-hdb-8AmENCoSMqU7yPPg6TzDoN?enquiry_position=703&enquiry_source=Search,"$649,000",3,2,91.97,,2020-07-18 17:01:43.228176
337 Jurong East Avenue 1,https://www.99.co/singapore/sale/property/337-jurong-east-avenue-1-hdb-tPfZdtPP83yL4tsA8nzEEA?enquiry_position=704&enquiry_source=Search,"$615,000",3,3,146.97,1985,2020-07-18 17:01:43.228176
622 Ang Mo Kio Avenue 9,https://www.99.co/singapore/sale/property/622-ang-mo-kio-avenue-9-hdb-K2QLoGQaE8Yzv7jayXxqVo?enquiry_position=705&enquiry_source=Search,"$580,000",3,2,120.77,1980,2020-07-18 17:01:43.228176
17 Joo Seng Road,https://www.99.co/singapore/sale/property/17-joo-seng-road-hdb-eDXwgMCKr7JnGukQFNZoHV?enquiry_position=706&enquiry_source=Search,"$423,000",3,2,103.02,1983,2020-07-18 17:01:43.228176
459 Yishun Avenue 11,https://www.99.co/singapore/sale/property/459-yishun-avenue-11-hdb-9HYZHrb62f6KbmpZMmFnY8?enquiry_position=707&enquiry_source=Search,"$358,000",2,2,66.98,2013,2020-07-18 17:01:43.228176
286 Tampines Street 22,https://www.99.co/singapore/sale/property/286-tampines-street-22-hdb-VpdXCo25HRLwTmJjGPzCSk?enquiry_position=708&enquiry_source=Search,"$388,888",3,2,103.02,1984,2020-07-18 17:01:43.228176
519C Tampines Central 8,https://www.99.co/singapore/sale/property/519c-tampines-central-8-hdb-w69wKqMfMNSXjPHTzAR2PK?enquiry_position=709&enquiry_source=Search,"$688,888",3,2,82.96,2014,2020-07-18 17:01:43.228176
669A Edgefield Plains,https://www.99.co/singapore/sale/property/669a-edgefield-plains-hdb-oMNcDiaT62aQ5y5XNjSfMe?enquiry_position=710&enquiry_source=Search,"$610,000",3,2,111.94,,2020-07-18 17:01:43.228176
9B Boon Tiong Road,https://www.99.co/singapore/sale/property/9b-boon-tiong-road-hdb-PPcLVRZxj5eCJu5zLRHGKF?enquiry_position=711&enquiry_source=Search,"$1,500,000",3,2,112.04,,2020-07-18 17:01:43.228176
671A Edgefield Plains,https://www.99.co/singapore/sale/property/671a-edgefield-plains-hdb-TgmzeUxqwKXwQqZevRJPJa?enquiry_position=712&enquiry_source=Search,"$440,000",3,2,90.02,,2020-07-18 17:01:43.228176
260A Punggol Way,https://www.99.co/singapore/sale/property/260a-punggol-way-hdb-4b9q3DBTjDNHzcHZuj4fif?enquiry_position=713&enquiry_source=Search,"$550,000",3,2,112.97,,2020-07-18 17:01:43.228176
713 Tampines Street 71,https://www.99.co/singapore/sale/property/713-tampines-street-71-hdb-JXu2dhnuJ7fZAeYGM9DhTG?enquiry_position=714&enquiry_source=Search,"$535,000",3,2,120.03,1997,2020-07-18 17:01:43.228176
158 Jalan Teck Whye,https://www.99.co/singapore/sale/property/158-jalan-teck-whye-hdb-7too435pnQpTWLEzoir2bM?enquiry_position=715&enquiry_source=Search,"$500,000",3,2,120.95,1998,2020-07-18 17:01:43.228176
