address,link,price,bedrooms,bathrooms,floor_area,list_date,year_built,date_scraped
8A Boon Tiong Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-8a-boon-tiong-road-22947328,"858,000",3 ,2 ,1097,12m,2003,2020-07-15 17:14:41.615238
530B Pasir Ris Drive 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-530b-pasir-ris-drive-1-22862913,"700,000",3 ,2 ,926,1h,2015,2020-07-15 17:14:41.615238
166A Punggol Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-166a-punggol-central-22475388,"450,000",3 ,2 ,1023,1h,2003,2020-07-15 17:14:41.615238
310B Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310b-punggol-walk-22892919,"738,000",3 ,2 ,1206,1h,2015,2020-07-15 17:14:41.615238
110B Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-110b-punggol-field-22368360,"475,000",3 ,2 ,1184,1h,2001,2020-07-15 17:14:41.615238
220A Bedok Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-220a-bedok-central-22863897,"748,000",3 ,2 ,1044,1h,2007,2020-07-15 17:14:41.615238
220B Bedok Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-220b-bedok-central-22368561,"719,999",3 ,2 ,1044,1h,2008,2020-07-15 17:14:41.615238
80A Telok Blangah,https://www.propertyguru.com.sg/listing/hdb-for-sale-80a-telok-blangah-22889634,"800,000",3 ,2 ,1022,1h,2011,2020-07-15 17:14:41.615238
258C Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-258c-punggol-field-22228666,"610,000",3 ,2 ,1216,1h,2014,2020-07-15 17:14:41.615238
633B Senja Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-633b-senja-road-22926509,"465,000",3 ,2 ,1001,1h,2012,2020-07-15 17:14:41.615238
259A Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-259a-punggol-field-22822376,"525,000",3 ,2 ,1001,1h,2014,2020-07-15 17:14:41.615238
523A Tampines Central 7,https://www.propertyguru.com.sg/listing/hdb-for-sale-523a-tampines-central-7-22772273,"540,000",3 ,2 ,1001,1h,2014,2020-07-15 17:14:41.615238
576 Hougang Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-576-hougang-avenue-4-22272976,"395,000",3 ,2 ,1076,1h,1996,2020-07-15 17:14:41.615238
494D Tampines Street 43,https://www.propertyguru.com.sg/listing/hdb-for-sale-494d-tampines-street-43-22756618,"370,000",2 ,2 ,732,1h,NaN,2020-07-15 17:14:41.615238
477B Upper Serangoon View,https://www.propertyguru.com.sg/listing/hdb-for-sale-477b-upper-serangoon-view-22310510,"698,000",3 ,2 ,1206,1h,2015,2020-07-15 17:14:41.615238
520C Tampines Central 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-520c-tampines-central-8-22766861,"505,000",2 ,2 ,667,1h,2014,2020-07-15 17:14:41.615238
666A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-666a-punggol-drive-22941158,"608,000",3 ,2 ,1216,1h,NaN,2020-07-15 17:14:41.615238
441A Clementi Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-441a-clementi-avenue-3-22835543,"1,050,000",3 ,2 ,1248,1h,2010,2020-07-15 17:14:41.615238
468B Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-468b-fernvale-link-22754630,"550,000",3 ,2 ,1216,1h,2015,2020-07-15 17:14:41.615238
310B Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310b-punggol-walk-22866678,"748,000",3 ,2 ,1206,1h,2015,2020-07-15 17:14:41.615238
520 Tampines Central 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-520-tampines-central-8-22947544,"508,000",2 ,2 ,667,1h,2014,2020-07-15 17:14:41.615238
310C Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310c-punggol-walk-22989252,"560,000",3 ,2 ,990,1h,2015,2020-07-15 17:14:41.615238
748A Bedok Reservoir Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-748a-bedok-reservoir-crescent-22260470,"480,000",2 ,2 ,710,1h,2014,2020-07-15 17:14:41.615238
183 Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-183-edgefield-plains-22958967,"470,000",3 ,2 ,1184,1h,2002,2020-07-15 17:14:41.615238
635B Senja Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-635b-senja-road-22408771,"499,000",3 ,2 ,1001,1h,2014,2020-07-15 17:14:41.615238
138A Yuan Ching Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-138a-yuan-ching-road-22243130,"650,000",3 ,2 ,980,1h,2014,2020-07-15 17:14:41.615238
92 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-92-dawson-road-22624057,"900,000",3 ,2 ,1044,1h,2015,2020-07-15 17:14:41.615238
305D Anchorvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-305d-anchorvale-link-22384321,"445,000",3 ,2 ,1184,1h,2000,2020-07-15 17:14:41.615238
228 Serangoon Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-228-serangoon-avenue-4-22887384,"478,000",3 ,2 ,1001,1h,1983,2020-07-15 17:14:41.615238
558 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-558-ang-mo-kio-avenue-10-22999399,"280,000",2 ,2 ,721,1h,1979,2020-07-15 17:14:41.615238
403D Fernvale Lane,https://www.propertyguru.com.sg/listing/hdb-for-sale-403d-fernvale-lane-22609285,"480,000",3 ,2 ,1237,1h,2003,2020-07-15 17:14:41.615238
269B Queen Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-269b-queen-street-22569736,"450,000",2 ,2 ,732,1h,1983,2020-07-15 17:14:41.615238
157 Bedok South Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-157-bedok-south-avenue-3-22872354,"350,000",3 ,2 ,893,1h,1984,2020-07-15 17:14:41.615238
452A Sengkang West Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-452a-sengkang-west-way-22463387,"534,000",3 ,2 ,1195,1h,2013,2020-07-15 17:14:41.615238
293 Bishan Street 22,https://www.propertyguru.com.sg/listing/hdb-for-sale-293-bishan-street-22-22105390,"828,888",4 ,2 ,1313,1h,1996,2020-07-15 17:14:41.615238
273A Punggol Place,https://www.propertyguru.com.sg/listing/hdb-for-sale-273a-punggol-place-21769492,"458,000",3 ,2 ,1001,1h,2011,2020-07-15 17:14:41.615238
60 Marine Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-60-marine-drive-22025433,"508,000",3 ,1 ,936,1h,1975,2020-07-15 17:14:41.615238
448 Pasir Ris Drive 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-448-pasir-ris-drive-6-22176563,"700,000",4 ,2 ,1571,1h,1989,2020-07-15 17:14:41.615238
667D Jurong West Street 65,https://www.propertyguru.com.sg/listing/hdb-for-sale-667d-jurong-west-street-65-22834063,"410,000",3 ,2 ,1184,1h,1998,2020-07-15 17:14:41.615238
274C Punggol Place,https://www.propertyguru.com.sg/listing/hdb-for-sale-274c-punggol-place-21944509,"538,000",3 ,2 ,1001,1h,2011,2020-07-15 17:14:41.615238
165 Bishan Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-165-bishan-street-13-22979555,"668,000",4 ,2 ,1302,1h,1987,2020-07-15 17:14:41.615238
128 Pasir Ris Street 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-128-pasir-ris-street-11-22737012,"598,000",4 ,2 ,1625,1h,1988,2020-07-15 17:14:41.615238
449 Tampines Street 42,https://www.propertyguru.com.sg/listing/hdb-for-sale-449-tampines-street-42-22979535,"520,000",3 ,2 ,1313,1h,1984,2020-07-15 17:14:41.615238
635A Senja Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-635a-senja-road-22922802,"488,000",3 ,2 ,1001,1h,2014,2020-07-15 17:14:41.615238
7 Everton Park,https://www.propertyguru.com.sg/listing/hdb-for-sale-7-everton-park-22980610,"528,000",3 ,1 ,904,1h,1980,2020-07-15 17:14:41.615238
93 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-93-dawson-road-22958920,"850,000",3 ,2 ,936,1h,2015,2020-07-15 17:14:41.615238
663C Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-663c-punggol-drive-21864829,"598,000",3 ,2 ,1205,1h,2015,2020-07-15 17:14:41.615238
125 Serangoon North Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-125-serangoon-north-avenue-1-22178918,"728,000",4 ,3 ,1593,1h,1984,2020-07-15 17:14:41.615238
27B Jalan Membina,https://www.propertyguru.com.sg/listing/hdb-for-sale-27b-jalan-membina-21145431,"950,000",4 ,2 ,1184,1h,2007,2020-07-15 17:14:41.615238
934 Jurong West Street 91,https://www.propertyguru.com.sg/listing/hdb-for-sale-934-jurong-west-street-91-22983679,"480,000",3 ,2 ,1313,1h,1987,2020-07-15 17:14:41.615238
108 Pasir Ris Street 12,https://www.propertyguru.com.sg/listing/hdb-for-sale-108-pasir-ris-street-12-22181546,"660,000",4 ,3 ,1571,1h,1988,2020-07-15 17:14:41.615238
148 Potong Pasir Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-148-potong-pasir-avenue-1-22951431,"580,000",3 ,2 ,1001,1h,1998,2020-07-15 17:14:41.615238
308C Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-308c-punggol-walk-22956253,"538,000",3 ,2 ,990,1h,2015,2020-07-15 17:14:41.615238
3 Beach Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-3-beach-road-22316591,"350,000",2 ,1 ,732,1h,1970,2020-07-15 17:14:41.615238
522 Hougang Avenue 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-522-hougang-avenue-6-22283163,"780,000",4 ,3 ,1561,1h,1986,2020-07-15 17:14:41.615238
299 Punggol Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-299-punggol-central-21398756,"408,000",3 ,2 ,969,43m,2002,2020-07-15 17:14:41.615238
713 Yishun Street 71,https://www.propertyguru.com.sg/listing/hdb-for-sale-713-yishun-street-71-21989457,"400,000",3 ,2 ,1313,1h,1985,2020-07-15 17:14:41.615238
272A Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-272a-punggol-walk-21384367,"468,000",3 ,2 ,1001,1h,2012,2020-07-15 17:14:41.615238
196B Boon Lay Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-196b-boon-lay-drive-22998090,"588,888",3 ,2 ,1216,1h,2014,2020-07-15 17:14:41.615238
808C Chai Chee Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-808c-chai-chee-road-22634822,"610,000",3 ,2 ,947,1h,2015,2020-07-15 17:14:41.615238
637A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-637a-punggol-drive-21878253,"430,000",3 ,2 ,1195,1h,2003,2020-07-15 17:14:41.615238
311B Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311b-clementi-avenue-4-22958955,"560,000",2 ,2 ,645,1h,2015,2020-07-15 17:14:41.615238
638B Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-638b-punggol-drive-21878249,"440,000",3 ,2 ,1195,1h,2003,2020-07-15 17:14:41.615238
27B Jalan Membina,https://www.propertyguru.com.sg/listing/hdb-for-sale-27b-jalan-membina-22856789,"838,000",3 ,2 ,1184,1h,2007,2020-07-15 17:14:41.615238
281 Toh Guan Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-281-toh-guan-road-22289432,"630,000",3 ,2 ,1291,1h,1997,2020-07-15 17:14:41.615238
782B Woodlands Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-782b-woodlands-crescent-22250165,"380,000",3 ,2 ,990,1h,2013,2020-07-15 17:14:41.615238
306B Anchorvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-306b-anchorvale-link-22221070,"569,000",4 ,2 ,1377,1h,2000,2020-07-15 17:14:41.615238
13 Cantonment Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-13-cantonment-close-21718559,"838,000",3 ,2 ,1184,1h,2000,2020-07-15 17:14:41.615238
406 Hougang Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-406-hougang-avenue-10-22921520,"498,000",3 ,2 ,979,1h,1984,2020-07-15 17:14:41.615238
144 Lorong 2 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-144-lorong-2-toa-payoh-22109358,"865,000",3 ,2 ,1184,1h,2000,2020-07-15 17:14:41.615238
667A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-667a-punggol-drive-22377824,"530,000",3 ,2 ,1001,1h,NaN,2020-07-15 17:14:41.615238
518C Tampines Central 7,https://www.propertyguru.com.sg/listing/hdb-for-sale-518c-tampines-central-7-22993204,"740,000",3 ,2 ,1216,1h,2009,2020-07-15 17:14:41.615238
808C Chai Chee Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-808c-chai-chee-road-22982358,"650,000",3 ,2 ,1001,1h,2015,2020-07-15 17:14:41.615238
825 Woodlands Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-825-woodlands-street-81-22994752,"449,999",3 ,2 ,1302,1h,1987,2020-07-15 17:14:41.615238
77 Marine Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-77-marine-drive-22376953,"890,000",3 ,2 ,1291,1h,1976,2020-07-15 17:14:41.615238
677A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-677a-punggol-drive-22924004,"480,000",3 ,2 ,1001,1h,2015,2020-07-15 17:14:41.615238
448 Pasir Ris Drive 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-448-pasir-ris-drive-6-22194103,"699,000",4 ,2 ,1572,1h,1989,2020-07-15 17:14:41.615238
14A Telok Blangah Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-14a-telok-blangah-crescent-22798255,"780,000",4 ,2 ,1280,1h,1998,2020-07-15 17:14:41.615238
373 Hougang Street 31,https://www.propertyguru.com.sg/listing/hdb-for-sale-373-hougang-street-31-22983260,"488,888",3 ,2 ,1087,1h,1998,2020-07-15 17:14:41.615238
260B Punggol Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-260b-punggol-way-22344572,"468,000",3 ,2 ,1001,1h,2014,2020-07-15 17:14:41.615238
524B Tampines Central 7,https://www.propertyguru.com.sg/listing/hdb-for-sale-524b-tampines-central-7-22965152,"568,000",3 ,2 ,1001,1h,2014,2020-07-15 17:14:41.615238
126 Simei Street 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-126-simei-street-1-22900949,"550,000",3 ,2 ,1313,1h,1987,2020-07-15 17:14:41.615238
256 Tampines Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-256-tampines-street-21-22951000,"548,888",3 ,2 ,1302,1h,1983,2020-07-15 17:14:41.615238
20 Lorong 7 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-20-lorong-7-toa-payoh-22906846,"300,000",1 ,1 ,721,1h,1969,2020-07-15 17:14:41.615238
289 Tampines Street 22,https://www.propertyguru.com.sg/listing/hdb-for-sale-289-tampines-street-22-22957387,"510,000",3 ,2 ,1356,1h,1984,2020-07-15 17:14:41.615238
17 Joo Seng Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-17-joo-seng-road-22183407,"450,000",3 ,2 ,1141,1h,1983,2020-07-15 17:14:41.615238
472A Fernvale Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-472a-fernvale-street-22951487,"480,000",3 ,2 ,1001,1h,2015,2020-07-15 17:14:41.615238
934 Tampines Street 91,https://www.propertyguru.com.sg/listing/hdb-for-sale-934-tampines-street-91-22958553,"490,000",3 ,2 ,1119,1h,1984,2020-07-15 17:14:41.615238
528C Pasir Ris Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-528c-pasir-ris-street-51-22497203,"570,000",3 ,2 ,1001,1h,2014,2020-07-15 17:14:41.615238
361 Tampines Street 34,https://www.propertyguru.com.sg/listing/hdb-for-sale-361-tampines-street-34-22965153,"508,000",3 ,2 ,1345,1h,1994,2020-07-15 17:14:41.615238
141 Simei Street 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-141-simei-street-2-22977928,"480,000",3 ,2 ,1119,1h,1988,2020-07-15 17:14:41.615238
310A Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310a-punggol-walk-22996814,"570,000",3 ,2 ,990,1h,2015,2020-07-15 17:14:41.615238
260C Punggol Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-260c-punggol-way-22953422,"468,000",3 ,2 ,1001,1h,2014,2020-07-15 17:14:41.615238
185 Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-185-edgefield-plains-22941299,"590,000",3 ,2 ,1377,1h,2002,2020-07-15 17:14:41.615238
306C Punggol Place,https://www.propertyguru.com.sg/listing/hdb-for-sale-306c-punggol-place-23000348,"538,000",3 ,2 ,1033,1h,2010,2020-07-15 17:14:41.615238
310B Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310b-punggol-walk-22987184,"540,000",3 ,2 ,990,1h,2015,2020-07-15 17:14:41.615238
663B Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-663b-punggol-drive-22438442,"460,000",3 ,2 ,1001,1h,2015,2020-07-15 17:14:41.615238
310B Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310b-punggol-walk-22371462,"710,000",3 ,2 ,1206,1h,2015,2020-07-15 17:14:41.615238
475C Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-475c-upper-serangoon-crescent-22437076,"778,000",3 ,2 ,1173,1h,2014,2020-07-15 17:14:41.615238
351 Tampines Street 33,https://www.propertyguru.com.sg/listing/hdb-for-sale-351-tampines-street-33-22257830,"528,000",3 ,2 ,1432,1h,1994,2020-07-15 17:14:41.615238
475A Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-475a-upper-serangoon-crescent-22354612,"599,999",3 ,2 ,990,1h,2014,2020-07-15 17:14:41.615238
671B Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-671b-edgefield-plains-22314230,"448,000",3 ,2 ,969,1h,2015,2020-07-15 17:14:41.615238
245 Simei Street 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-245-simei-street-5-22755510,"505,000",3 ,2 ,1130,1h,1995,2020-07-15 17:14:41.615238
647 Jurong West Street 61,https://www.propertyguru.com.sg/listing/hdb-for-sale-647-jurong-west-street-61-23002704,"400,000",3 ,2 ,1076,52m,1997,2020-07-15 17:14:41.615238
116B Jalan Tenteram,https://www.propertyguru.com.sg/listing/hdb-for-sale-116b-jalan-tenteram-22921840,"750,000",3 ,2 ,1001,1h,2016,2020-07-15 17:14:41.615238
264E Compassvale Bow,https://www.propertyguru.com.sg/listing/hdb-for-sale-264e-compassvale-bow-22963772,"530,000",3 ,2 ,990,1h,2006,2020-07-15 17:14:41.615238
4 Boon Keng Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-4-boon-keng-road-22235267,"680,000",3 ,2 ,1162,1h,1995,2020-07-15 17:14:41.615238
311C Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311c-clementi-avenue-4-22964233,"999,000",3 ,2 ,1130,1h,2015,2020-07-15 17:14:41.615238
256C Sumang Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-256c-sumang-walk-22865740,"528,000",3 ,2 ,1001,1h,2015,2020-07-15 17:14:41.615238
807C Chai Chee Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-807c-chai-chee-road-22271955,"820,000",3 ,2 ,1216,1h,2015,2020-07-15 17:14:41.615238
10B Boon Tiong Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-10b-boon-tiong-road-22947092,"950,000",3 ,2 ,936,1h,2014,2020-07-15 17:14:41.615238
308A Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-308a-punggol-walk-22844118,"738,000",3 ,2 ,1206,1h,2015,2020-07-15 17:14:41.615238
376B Hougang Street 32,https://www.propertyguru.com.sg/listing/hdb-for-sale-376b-hougang-street-32-22364768,"470,000",3 ,2 ,990,1h,2015,2020-07-15 17:14:41.615238
88 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-88-dawson-road-22992138,"899,000",3 ,2 ,936,1h,2015,2020-07-15 17:14:41.615238
472B Fernvale Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-472b-fernvale-street-22928962,"460,000",3 ,2 ,1001,1h,2015,2020-07-15 17:14:41.615238
116 Clementi Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-116-clementi-street-13-22666448,"800,000",3 ,2 ,1582,1h,1983,2020-07-15 17:14:41.615238
550B Segar Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-550b-segar-road-22220388,"380,000",3 ,2 ,990,1h,2014,2020-07-15 17:14:41.615238
104 Whampoa Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-104-whampoa-drive-21830803,"680,000",3 ,2 ,1301,1h,1997,2020-07-15 17:14:41.615238
10A Boon Tiong Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-10a-boon-tiong-road-22997708,"960,000",2 ,2 ,990,1h,2014,2020-07-15 17:14:41.615238
251 Choa Chu Kang Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-251-choa-chu-kang-avenue-2-22947903,"370,000",3 ,2 ,1120,2h,1993,2020-07-15 17:14:41.615238
572 Hougang Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-572-hougang-street-51-22364979,"485,000",4 ,2 ,1270,2h,1995,2020-07-15 17:14:41.615238
807B Chai Chee Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-807b-chai-chee-road-22469455,"650,000",3 ,2 ,1001,2h,2015,2020-07-15 17:14:41.615238
18 Joo Seng Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-18-joo-seng-road-20458359,"389,400",3 ,2 ,1108,2h,1983,2020-07-15 17:14:41.615238
236A Serangoon Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-236a-serangoon-avenue-2-22886017,"870,000",4 ,2 ,1506,2h,1997,2020-07-15 17:14:41.615238
126 Pasir Ris Street 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-126-pasir-ris-street-11-22953393,"495,000",4 ,2 ,1442,2h,1988,2020-07-15 17:14:41.615238
313B Sumang Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-313b-sumang-link-22942749,"598,000",3 ,2 ,1206,2h,2014,2020-07-15 17:14:41.615238
230 Pasir Ris Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-230-pasir-ris-street-21-22712576,"488,000",4 ,2 ,1356,2h,1992,2020-07-15 17:14:41.615238
18B Holland Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-18b-holland-drive-22500198,"598,999",2 ,2 ,721,2h,2010,2020-07-15 17:14:41.615238
101 Henderson Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-101-henderson-crescent-21938990,"399,999",3 ,1 ,797,2h,1967,2020-07-15 17:14:41.615238
2 Ghim Moh Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-2-ghim-moh-road-22900460,"325,000",3 ,2 ,64,1m,1975,2020-07-15 17:14:41.615238
141 Simei Street 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-141-simei-street-2-22305793,"480,000",3 ,2 ,1119,2h,1988,2020-07-15 17:14:41.615238
134 Simei Street 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-134-simei-street-1-22984546,"399,000",3 ,2 ,905,2h,1987,2020-07-15 17:14:41.615238
308B Anchorvale Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-308b-anchorvale-road-22942843,"499,999",3 ,2 ,1184,2h,2000,2020-07-15 17:14:41.615238
209 Serangoon Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-209-serangoon-central-22093108,"399,999",2 ,2 ,688,2h,1985,2020-07-15 17:14:41.615238
